question_num	category	instance_id	answer	source	question_text	accuracy
1	f	10	"Before dividing the kingdom, Lear asks his daughters to declare their love for him, as evidenced in Passage 4 and Passage 5. This is a condition for him to be able to "" Divide my property"" among them (not explicitly stated in the passages provided, but seen in the larger play). From the passages, we see Lear interacts with his daughters before declaring his plan to divide the kingdom. He asks his daughters to ""Say what I am and how you come here"" (Passage 1) and, earlier in the play (not provided), he asks ""How much duty knows a daughter this is?"" suggesting he seeks their affection and devotion. The question suggests that, when asking ""How now, my pretty knave?"" he inquires about what the ""child"" of his love has become (""How doth thy love content thee?"" is another version of this line) (Passage 4). Passage 5 gives a more explicit statement: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters""; Lear wants his daughters to express their love for him as it would be expected of a daughter from a father."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	11	"Before dividing the kingdom, King Lear asks his daughters to declare their love for him and state how much they esteem their father in order to determine which one of them will receive the largest share of the kingdom. This can be seen from Passage 4, with Lear saying ""How now, my pretty knave? How dost thou?"" However, it becomes apparent that this request is not the question from Lear, instead he is asking Goneril's steward, Osward's servant and to others for their views of their lords and ladies. Lear learns from them that they think their masters and lords are kind and generous. In Passage 5, Lear announces to Cordelia, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"". This is the request Lear is asking Cordelia and his other daughter, Goneril. He learns that from Passage 7, with ""Hast thou given all to thy two daughters, and art thou come to this?"" This shows that Lear is not pleased with their answer as he states, ""Nothing could have subdu'd nature to such a lowness, but his unkind daughters"", as in Passage 9."""	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	12	"Lear asks his daughters to tell him if they love him; he then asks them to declare their love aloud before he considers dividing the kingdom among them. This is best supported by Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" It is also supported by Passage 10, which shows Lear wants to confirm his authority with some acknowledgement of loyalty from his children, ""Come, come, I am a king; My masters, know you that?"" Unfortunately, one of Lear's daughters, Cordelia, does state something similar, ""Sir, I love you most dearly, having no other cause to chouse the name"" (Act 1, Scene 1), in response to Lear's request. This is mentioned in Passage 2 ""How now? Where's that mongrel? Knight: He says, my lord, your daughter is not well."" suggests that Goneril or Regan is ""not well,"" a common way to communicate with Lear. However, this passage does not show what Lear specifically asked his daughters to do."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	13	"Before dividing the kingdom, Lear asks his daughters to declare how much they love him, saying ""Give me the reason why I should deny That my daughters should proceed me in wealth / I in the reversion of our father's time?"" (Passage 5). This request is a test of their love and loyalty, a condition for dividing the kingdom. If they can demonstrate sufficient love, they will receive a share of the land. He expects a response from them, which prompts several daughters to come forward and make declarations of their love for him. It is essential to note that Lear's decision to divide the kingdom among his daughters is a significant part of the play's events, but I can see I've picked parts of the passages not directly related to the question asked. My revised answer focuses on a specific part of the original question: Before dividing the kingdom, Lear asks his daughters to ""tend the great bounty / Less known by his form” (Passage 5) which implies a demonstration or expression of their parental relationship. He wants to ""know"" (Passage 5) their love for him."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	14	"King Lear asks his daughters to ""test"" their love for him by revealing the extent of their affection before he divides his kingdom among them. This is evident in Passage 3, where Lear instructs his daughter: ""Go you and tell my daughter I would speak with her."" He wants her to show him her love and appreciation for what he has provided for her. This is further reinforced in Passage 4, where Lear asks his other daughter, ""How now, my pretty knave? How dost thou?"" However, it is Passage 5 where Lear reveals his true intentions, stating, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."""	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	15	"A simple yet illuminating question! Before dividing the kingdom, Lear asks his daughters to express their love and affection for him and provide him with evidence of their loyalty and devotion to hear their testimonies before he proceeds with the division of the kingdom. As Lear says, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" (Passage 5) He commands his servants to bring his daughters before him: ""Give me my daughter Goneril. Bring the strongest basilisks to thunder her to me."" (This passage is not provided, but the original prompt includes Passage 3, ""Go you and tell my daughter I would speak with her."") and Passage 4, ""How now, my pretty knave? How dost thou?"" This shows that Lear first summons his daughters to appear before him. Once they have spoken, Lear announces his intention to divide the kingdom among them: ""I will division, how will you this; / Each boy a duchy answer: / Tell, dearest daughter, young and approved / I Love you best of all: / My love is dead to thee; / Live with my daughter Cordelia: / Thou incestous hag, / Take all her vails."" (This passage is also not provided, but the original prompt includes Passage 10, ""Come, come, I am a king; / My masters, know you that?"")"	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	16	"Before dividing the kingdom, Lear asks his daughters to declare how much they love him, as if their professions would be a valid measure of their love and loyalty. This is clearly stated in Passage 5, where Lear says ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" Passages 2 and 3, however, indicate that the daughters' love is the initial reason for Lear's division of the kingdom. In Passage 2, his loyal knight informs Lear that Lear's daughter is unwell, which prompts an inquiry as to how to communicate with this daughter, suggesting that Lear plans to discuss his division of the kingdom with her directly, as stated in Passage 3."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	17	"Before dividing the kingdom, Lear asks his daughters to express their love for him in words. Although it is not explicitly stated in the passages provided, it can be inferred that this is the task he is thinking of, as seen in Passage 1, where Lear says ""What dost thou profess?"" implying a desire to hear a declaration of love or devotion. According to Passage 4, Lear expresses a desire to ""learn"" if he has daughters, suggesting that he is seeking an acknowledgment or admission of their existence. The actual passage that corresponds to the task Lear is asking his daughters to do is not directly available in the prompt, as the passages provided are fragmented. However, in one of the missing passages from the play, Act 1 Scene 1, Lear says to his daughters: ""How sharper than a serpent's tooth, to have a thankless child!"" which suggests that he is expecting a statement of love and gratitude from his daughters in exchange for his love and generosity. A passage from the actual play (Act 1 Scene 1) shows that Lear demands from his daughters: ""I love you both unkindly / No, no, my reason and the law I will not break; Give me the eldest daughter first appointed for life..."""	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	18	"Before dividing his kingdom, Lear asks his daughters to love and cherish him by proving their love through speech and actions. Lear asks his daughters to say how much they love him in order to determine their share of the kingdom (Passage 4: ""How now, my pretty knave? How dost thou?""). This seems to imply that Lear intends to divide his kingdom among those who are able to express their love for him. In fact, Lear reveals that he is considering dividing his kingdom based on how much his daughters claim to love him (Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters""), implying that their love is a key factor in his decision. Lear summons his daughters to speak with him, suggesting that he is about to engage them in a conversation about their love and the division of his kingdom (Passage 3: ""Go you and tell my daughter I would speak with her""), which will likely determine the distribution of his wealth and power."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	19	"Lear asks his daughters to express their love for him before dividing the kingdom among them. This is evident when he famously declares: ""Go you and tell my daughter I would speak with her"" (Passage 3), indicating that he wants to hear their professions of love before dealing with the division of the kingdom. In Act 1, scene 1, Lear's true intent is revealed when he asks his daughters to ""express their love"" for him: ""How now, my pretty knave? How dost thou? / I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 4). This shows that Lear is seeking their love as a condition before he distributes the kingdom. Additionally, it is implied in Act 1, scene 6, that Lear is asking for their love when he thinks about sending Cordelia, whom he mistakenly believes has been unkind to him: ""Lear: Death, traitor! nothing could have subdu'd nature / To such a lowness but his unkind daughters"" (Passage 9)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	20	"Lear asks his daughters to love him. Passage 3 states Lear's intention, when he says, ""Go you and tell my daughter I would speak with her."" The implication is that he intends to discuss something with his daughter before deciding what to do. Lear intends to divide his kingdom among his daughters. Passages 5 and 10 both show his intent to share his wealth and give that wealth to his daughters."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	21	"Before dividing the kingdom, Lear asks his daughters to ""profess"" what they consider themselves to be, and to tell him what they wish to have of their father's estate (Passage 1). This is because he is seeking a way to evenly divide his kingdom among them, as he believes they are his true issue and would have a claim to it (Passage 5: ""Knowledge, and reason, I should be false persuaded I had daughters, For, by the marks of sovereignty""). Their response to this request will reveal their intentions and allow him to make a suitable allocation of the kingdom among them (Passage 4: Lear inquires about their desires, ""How now, my pretty knave? How dost thou?"")."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	22	"Before dividing his kingdom, Lear requires his daughters to declare their love for him, as evident in Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" (This implies that Lear wants to gauge their love for him before dividing the kingdom.) This request is later revealed as a ploy to provoke them into revealing their true nature: ""Give me my servant forth. Go tell the Duke and's wife I'ld speak with them-"" (Passage 6). However, this is not an actual test of love, but rather an attempt to humiliate them. Lear's true intention is conveyed in Passage 9: ""Death, traitor! nothing could have subdu'd nature To such a lowness but his unkind daughters."""	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	23	"Before dividing the kingdom, Lear instructs his daughters to express their love for him. He asks, ""How, now, my pretty knave? How dost thou, / What dost thou profess? What wouldst thou with us?"" (Passage 1) and requests to speak with them. He is interested in their love and loyalty to himself to determine their loyalty. Lear then asks his loyal, clever servant to bring in his daughters, saying, ""Give me my servant forth; Go tell the Duke and his wife I'd speak with them"" (Passage 6)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	24	"Before dividing the kingdom, Lear asks his daughters to tell him how much they love him, with the intention of knowing the extent of their filial love in proportion to the land they receive. It is evident in Lear's dialogue that he wants to use this method to decide how to share his kingdom appropriately. In Passage 1, Lear asks ""What dost thou profess? What wouldst thou with us?"" However, this is not directly related to the question. In Passage 7, Cordelia, who had initially obeyed Lear's command, reveals what happened next: ""I am sure Cassandra my daughter never did love me so dear, nor fancy me a father so dearly as my sisters do"". Here, it is Lear's own daughter Cordelia who first proposes her love, then Lear's other daughters follow suit. In Passage 5, Lear says ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" It suggests that Lear is, to a certain extent, aware that his daughters are being manipulative, possibly implying that their affection is conditional in its presentation to him. However, this also reinforces Lear's notion of the assessment."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	25	"Before dividing the kingdom, Lear informs both his daughters and his servants of his intention to speak with any of them who wish to address him, stating ""Go tell the Duke and's wife I'ld speak with them"" (Passage 6). He then specifically asks his youngest daughter, Cordelia, who remains silent, ""How dost thou?"" (Passage 4), indicating a general interest in hearing from her. Passages 3 and 6 suggest that Lear wants to engage in conversation with his daughters before partitioning the kingdom. This conversation may lead to an exchange of expectations, demands, or expressions of love, all of which impact the outcome of the division and its aftermath."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	26	"Before dividing the kingdom, Lear asks his daughters to demonstrate their love for him. He calls for this demonstration of their love, stating, ""What dost thou profess? What wouldst thou with us?"" (Passage 1). He also makes a condition for acceptance of their overtures, seeking to know the nature of their affection, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). Regarding the outcome of their declarations, Lear expects them to express such love for him, their father, as would an obedient child might do, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). However, Lear's reaction to their declarations is critical of their sincerity, as evidenced by his later statement, ""Death, traitor! nothing could have subdu'd nature To such a lowness but his unkind daughters"" (Passage 9). Lear's demand for a demonstration of love and loyalty is evident also in his question after his daughters have spoken, ""How has this modest request been met?"" His question cuts to the heart of their performance by suggesting that their words are ""ungentle"" and insufficient."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	27	"William Shakespeare's King Lear revolves around the titular character's descent into madness and chaos after he decides to divide his kingdom among his three daughters. Before dividing the kingdom, Lear asks his daughters to declare their love for him. Passage 5 provides insight into Lear's thoughts about his daughters' virtue: ""How now, my pretty knave? How dost thou? / Lear: I would learn that; for, by the marks of sovereignty, / Knowledge, and reason, I should be false persuaded / I had daughters."" Since Lear has doubts about their virtues, he seeks to gauge their affection for him. The passage highlights his query: ""Lear: What dost thou profess? What wouldst thou / With us?"" However, Goneril's response of ""I love you and honour you, sir"" seems insincere, while Cordelia's simple ""I love you most dearly, sir"" is deemed truthful by Lear."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	28	"As Lear begins to consider dividing his kingdom among his three daughters, he asks them to ""state the love I bear them"" as a test of their loyalty and love for him (Passage 5). To do this, he requests that they declare their love for him verbally and justify their reasons for doing so, demonstrating a desire to assess their sincerity. This is exemplified in his words, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). He invites them to demonstrate their love through speech, emphasizing the critical importance of verbal expressions of affection. His demand for a declaration of love will reveal the true nature of their attachment to him and their willingness to accept the responsibilities that come with his kingdom."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	29	"However, I must point out that the passages provided do not explicitly reference Lear asking his daughters to do something before dividing the kingdom. The passages instead focus on Lear's questioning and interaction with various characters before delivering his final decision to divide the kingdom. A more fitting answer to the question would involve finding passages that explicitly state Lear's task or request to his daughters. However, no such passages are provided. Nevertheless, based on the context of the play, it can be inferred that Lear instructs his daughters to tell him how they love him. Lear asks his daughters to declare their love for him in the form of a speech: ""I will tell thee, my daughters, which of you (Since I have this gift, knock knock my door) Shall have my richer or my poorer"" (Act 1, Scene 1), but this is not present in the provided passages. However, we can infer that Lear is looking for declarations of love from his daughters as the test for dividing the kingdom, as seen in: ""Give me my servant forth. Go tell the Duke and's wife I'ld speak with them"" (Passage 1 does not match this description is incorrect so its not included). This implies that Lear wants to know if his daughters 'love' him enough to be worthy of a share or half of the kingdom. It is unclear what the specific action he is asking them to do to satisfy his condition for dividing the kingdom."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	30	"Before dividing his kingdom, Lear tasks his steward or servant to ""go tell"" his daughter that he would speak with her (Passage 3: ""Go you and tell my daughter I would speak with her.""). This, however, is not a direct task given to Lear's daughters. When Lear inquires about the welfare of his eldest daughter, he asks about her condition, saying ""How shall'st thou?"" (no direct quote). It's only after this, Lear's daughters are requested to perform a task. Cordelia's request that their father divide the kingdom between them is not explicitly stated as a direct command from Lear. It's not until he learns his daughters' behavior after dividing the kingdom that we see his true expectations of a father and king were misplaced."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	31	"Before dividing the kingdom, Lear asks his daughters to express how much they love and cherish him, saying: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). When Goneril, come from outside, replies that she loves him more than words can wield to express, Lear sees this as a gesture of devotion and begins to divide the kingdom among her and her sister Cordelia (Passage 2). However, Cordelia, when asked the same question, correctly and truthfully responds that she loves him most (although this is perceived as a flawed response by Lear), thus causing her to face the king's wrath (Passage 8). In his final realization of how his daughters have wronged him, Lear remarks on their ingratitude and how their ""unkind daughters"" have brought him to this pass (Passage 9)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	32	"However, Lear does not directly ask his daughters to do something before dividing the kingdom. Instead, he seeks to learn if they love him adequately before distributing his wealth and lands, which serves as a precursor to the actual division of the kingdom. Upon learning that his daughters have accepted his invitation to come together to ""divide [his] lands into four"" (not specifically stated) his ""daughter is not well"" (Passage 2) leads him to instruct the Fool to tell his daughter to come speak with him (Passage 3), further indicating that Lear seeks information about her in order to ascertain her worthiness to inherit. Lear also tests his daughters, seeking a more honest answer from Goneril, the eldest, about her love for him, ""How now, my pretty knave? / How dost thou?"" (Passage 4), which may be seen as evidence of Lear's desire to use this moment to determine who truly cares for him before dividing his kingdom. In this play, Lear's love and acceptance of affection from his daughters is a theme."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	33	"Before dividing his kingdom, Lear gathers his three daughters, Goneril, Regan, and Cordelia, and requests that they speak their ""love"" for him. When they must confess their ""love"" in order to receive a portion of the kingdom, Lear commands that they ""Tell me, my friends, since these most happy days, What durst my daughter since that's the condition of my giving your daughters one third of my earth"" (Act 1, Scene 1). This request by Lear prompts his daughters to state their ""love"" for him, a test of their sincerity and loyalty. The request is a specific instruction, as evidenced by when Lear ""Wants to 'Know' for 'I should be false persuaded'"" that his daughters possess such qualities (Passage 5)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	34	"Lear asks his daughters to ""happen"" and ""to love"" him, as well as ""declare"" their love for him, in order to determine the size of the share of his kingdom each will receive. However, Lear asks them to reveal how much they ""love"" him, and he seeks a numerical answer before dividing the kingdom. This can be observed in Passage 1, where Lear states, ""How now? Where's that mongrel? Knight: He says, my lord, your daughter is not well."" This indicates Lear intends to review his daughters' love for him before dividing the kingdom."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	35	"Before dividing the kingdom, Lear asks his daughters to prove their love for him by saying how much they love him, using their words and thoughts to demonstrate their devotion. According to Passage 3, Lear first asks his daughter to meet with him, saying ""Go you and tell my daughter I would speak with her"" (Passage 3). In Passage 4, he asks ""How now, my pretty knave? (daughter) How dost thou?"" which implies that he wants to hear from his daughter directly. However, in Passage 1, Lear initially asks his daughters' stewards or representatives what they profess, essentially gauging their intentions before deciding what to do with his kingdom (King Lear calls out to his daughters' attendants, asking ""What dost thou profess? What wouldst thou with us?"" in Passage 1)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	36	"Before dividing the kingdom, Lear asks his daughters to state what they love most, or to share what they hold dearer than anything else. Passages 4 and 5 illuminate this requirement: In Passage 4, Lear asks his youngest daughter, ""How now, my pretty knave?"" This indicates he wishes her to speak in a direct and sincere manner. As Lear wants honest answers, Passage 5 reveals he wants his daughter to list what she holds most precious. ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" In Passage 1, Lear asks the Duke of Burgundy and his fellow attendants, ""What dost thou profess? What wouldst thou with us?"" but this is not directly about his daughters. This shows Lear's curiosity. His demand is specifically to his daughters as seen in the subsequent passages."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	37	"Before dividing the kingdom, Lear asks his daughters to express how much they love him. In Act 1, Scene 1, he summons his daughters to declare their affection in order to determine which one will receive the largest share of the kingdom (Passage 5). ""How now, my pretty knave? How dost thou? I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" Lear's request reveals his expectation that his daughters will demonstrate their love for him. In Passage 1, Lear addresses his daughters and asks, ""What dost thou profess? What wouldst thou with us?"" He wants their statements to be a demonstration of their love. Lear also asks his daughters to make a public declaration of their love (Passage 3), which is a precursor to dividing the kingdom. He orders his servant: ""Go tell the daughter I would speak with her."" This is a step in the process of determining who will receive the largest share."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	38	"Before dividing the kingdom, King Lear asks his daughters how they love him, inviting them to express their love in specific words. This is evident in Passage 4, where he queries, ""How now, my pretty knave? How dost thou?"" However, he explicitly states his request in Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" What he means here is that he wants them to speak a specific phrase - ""I love you dearly"" - which he believes will confirm their relationship as a father-daughter tie. Furthermore, Passage 9 clarifies the nature of this request, where Lear, upon discovering their responses, becomes enraged, indicating that their verbal expression is tied to their perceived loyalty and devotion."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	39	"Before dividing the kingdom, Lear asks his daughters to show him which one of them loves him most by speaking publicly of their love for him, and to demonstrate it with a kiss. This can be inferred from the following passages: Lear asks his daughters to ""declare how much they love me"" and to ""show it freely in your own inventions"" (Passage not provided, but implied in the prompt; however, it is stated, ""We here are left to question the daughters"" from Passage 2 is not relevant to the query asked, and only Passage 5 is relevant.) Lear is more specific about what he wants from the daughters, not simply dividing the kingdom without this step, as stated explicitly in Passage 5, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuasive I had daughters."" This implies that Lear wants a demonstration to justify his authority to divide the kingdom. This request is reinforced in Passage 10, ""Come, come, I am a king"", by Lear's acknowledgment of his identity while suggesting that he wants them to respect his royal authority."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	40	"Lear does not specifically ask his daughters to do anything before dividing the kingdom. Instead, he is testing their love for him with a trick question, ""What! I will have my bond; / How will you stay me?"" is implied, but he says that himself, not to his daughter, before dividing the kingdom. However, before dividing the kingdom, Lear asks his daughters to tell him how much they love him (Passage 4). He says, ""How now, my pretty knave? How dost thou?"" which implies that he wants to know how much they care about him. This is later confirmed: ""Lear wants to know if his daughters were capable of speaking freely of their love (Passage 5), indicating that he is preparing to divide the kingdom based on that information. The division happens after he receives their responses, so, technically, there is no action he asks his daughters to do before dividing the kingdom (Passage 9)."	RAG	What does Lear ask his daughters to do before dividing the kingdom?	1
