question_num	category	instance_id	answer	question_text	accuracy
1	f	21	"Before dividing the kingdom, Lear asks his daughters to ""profess"" what they consider themselves to be, and to tell him what they wish to have of their father's estate (Passage 1). This is because he is seeking a way to evenly divide his kingdom among them, as he believes they are his true issue and would have a claim to it (Passage 5: ""Knowledge, and reason, I should be false persuaded I had daughters, For, by the marks of sovereignty""). Their response to this request will reveal their intentions and allow him to make a suitable allocation of the kingdom among them (Passage 4: Lear inquires about their desires, ""How now, my pretty knave? How dost thou?"")."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	22	"Before dividing his kingdom, Lear requires his daughters to declare their love for him, as evident in Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" (This implies that Lear wants to gauge their love for him before dividing the kingdom.) This request is later revealed as a ploy to provoke them into revealing their true nature: ""Give me my servant forth. Go tell the Duke and's wife I'ld speak with them-"" (Passage 6). However, this is not an actual test of love, but rather an attempt to humiliate them. Lear's true intention is conveyed in Passage 9: ""Death, traitor! nothing could have subdu'd nature To such a lowness but his unkind daughters."""	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	23	"Before dividing the kingdom, Lear instructs his daughters to express their love for him. He asks, ""How, now, my pretty knave? How dost thou, / What dost thou profess? What wouldst thou with us?"" (Passage 1) and requests to speak with them. He is interested in their love and loyalty to himself to determine their loyalty. Lear then asks his loyal, clever servant to bring in his daughters, saying, ""Give me my servant forth; Go tell the Duke and his wife I'd speak with them"" (Passage 6)."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	24	"Before dividing the kingdom, Lear asks his daughters to tell him how much they love him, with the intention of knowing the extent of their filial love in proportion to the land they receive. It is evident in Lear's dialogue that he wants to use this method to decide how to share his kingdom appropriately. In Passage 1, Lear asks ""What dost thou profess? What wouldst thou with us?"" However, this is not directly related to the question. In Passage 7, Cordelia, who had initially obeyed Lear's command, reveals what happened next: ""I am sure Cassandra my daughter never did love me so dear, nor fancy me a father so dearly as my sisters do"". Here, it is Lear's own daughter Cordelia who first proposes her love, then Lear's other daughters follow suit. In Passage 5, Lear says ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" It suggests that Lear is, to a certain extent, aware that his daughters are being manipulative, possibly implying that their affection is conditional in its presentation to him. However, this also reinforces Lear's notion of the assessment."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	25	"Before dividing the kingdom, Lear informs both his daughters and his servants of his intention to speak with any of them who wish to address him, stating ""Go tell the Duke and's wife I'ld speak with them"" (Passage 6). He then specifically asks his youngest daughter, Cordelia, who remains silent, ""How dost thou?"" (Passage 4), indicating a general interest in hearing from her. Passages 3 and 6 suggest that Lear wants to engage in conversation with his daughters before partitioning the kingdom. This conversation may lead to an exchange of expectations, demands, or expressions of love, all of which impact the outcome of the division and its aftermath."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	26	"Before dividing the kingdom, Lear asks his daughters to demonstrate their love for him. He calls for this demonstration of their love, stating, ""What dost thou profess? What wouldst thou with us?"" (Passage 1). He also makes a condition for acceptance of their overtures, seeking to know the nature of their affection, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). Regarding the outcome of their declarations, Lear expects them to express such love for him, their father, as would an obedient child might do, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). However, Lear's reaction to their declarations is critical of their sincerity, as evidenced by his later statement, ""Death, traitor! nothing could have subdu'd nature To such a lowness but his unkind daughters"" (Passage 9). Lear's demand for a demonstration of love and loyalty is evident also in his question after his daughters have spoken, ""How has this modest request been met?"" His question cuts to the heart of their performance by suggesting that their words are ""ungentle"" and insufficient."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	27	"William Shakespeare's King Lear revolves around the titular character's descent into madness and chaos after he decides to divide his kingdom among his three daughters. Before dividing the kingdom, Lear asks his daughters to declare their love for him. Passage 5 provides insight into Lear's thoughts about his daughters' virtue: ""How now, my pretty knave? How dost thou? / Lear: I would learn that; for, by the marks of sovereignty, / Knowledge, and reason, I should be false persuaded / I had daughters."" Since Lear has doubts about their virtues, he seeks to gauge their affection for him. The passage highlights his query: ""Lear: What dost thou profess? What wouldst thou / With us?"" However, Goneril's response of ""I love you and honour you, sir"" seems insincere, while Cordelia's simple ""I love you most dearly, sir"" is deemed truthful by Lear."	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	28	"As Lear begins to consider dividing his kingdom among his three daughters, he asks them to ""state the love I bear them"" as a test of their loyalty and love for him (Passage 5). To do this, he requests that they declare their love for him verbally and justify their reasons for doing so, demonstrating a desire to assess their sincerity. This is exemplified in his words, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). He invites them to demonstrate their love through speech, emphasizing the critical importance of verbal expressions of affection. His demand for a declaration of love will reveal the true nature of their attachment to him and their willingness to accept the responsibilities that come with his kingdom."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	29	"However, I must point out that the passages provided do not explicitly reference Lear asking his daughters to do something before dividing the kingdom. The passages instead focus on Lear's questioning and interaction with various characters before delivering his final decision to divide the kingdom. A more fitting answer to the question would involve finding passages that explicitly state Lear's task or request to his daughters. However, no such passages are provided. Nevertheless, based on the context of the play, it can be inferred that Lear instructs his daughters to tell him how they love him. Lear asks his daughters to declare their love for him in the form of a speech: ""I will tell thee, my daughters, which of you (Since I have this gift, knock knock my door) Shall have my richer or my poorer"" (Act 1, Scene 1), but this is not present in the provided passages. However, we can infer that Lear is looking for declarations of love from his daughters as the test for dividing the kingdom, as seen in: ""Give me my servant forth. Go tell the Duke and's wife I'ld speak with them"" (Passage 1 does not match this description is incorrect so its not included). This implies that Lear wants to know if his daughters 'love' him enough to be worthy of a share or half of the kingdom. It is unclear what the specific action he is asking them to do to satisfy his condition for dividing the kingdom."	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	30	"Before dividing his kingdom, Lear tasks his steward or servant to ""go tell"" his daughter that he would speak with her (Passage 3: ""Go you and tell my daughter I would speak with her.""). This, however, is not a direct task given to Lear's daughters. When Lear inquires about the welfare of his eldest daughter, he asks about her condition, saying ""How shall'st thou?"" (no direct quote). It's only after this, Lear's daughters are requested to perform a task. Cordelia's request that their father divide the kingdom between them is not explicitly stated as a direct command from Lear. It's not until he learns his daughters' behavior after dividing the kingdom that we see his true expectations of a father and king were misplaced."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	31	"Before dividing the kingdom, Lear asks his daughters to express how much they love and cherish him, saying: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5). When Goneril, come from outside, replies that she loves him more than words can wield to express, Lear sees this as a gesture of devotion and begins to divide the kingdom among her and her sister Cordelia (Passage 2). However, Cordelia, when asked the same question, correctly and truthfully responds that she loves him most (although this is perceived as a flawed response by Lear), thus causing her to face the king's wrath (Passage 8). In his final realization of how his daughters have wronged him, Lear remarks on their ingratitude and how their ""unkind daughters"" have brought him to this pass (Passage 9)."	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	32	"However, Lear does not directly ask his daughters to do something before dividing the kingdom. Instead, he seeks to learn if they love him adequately before distributing his wealth and lands, which serves as a precursor to the actual division of the kingdom. Upon learning that his daughters have accepted his invitation to come together to ""divide [his] lands into four"" (not specifically stated) his ""daughter is not well"" (Passage 2) leads him to instruct the Fool to tell his daughter to come speak with him (Passage 3), further indicating that Lear seeks information about her in order to ascertain her worthiness to inherit. Lear also tests his daughters, seeking a more honest answer from Goneril, the eldest, about her love for him, ""How now, my pretty knave? / How dost thou?"" (Passage 4), which may be seen as evidence of Lear's desire to use this moment to determine who truly cares for him before dividing his kingdom. In this play, Lear's love and acceptance of affection from his daughters is a theme."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	33	"Before dividing his kingdom, Lear gathers his three daughters, Goneril, Regan, and Cordelia, and requests that they speak their ""love"" for him. When they must confess their ""love"" in order to receive a portion of the kingdom, Lear commands that they ""Tell me, my friends, since these most happy days, What durst my daughter since that's the condition of my giving your daughters one third of my earth"" (Act 1, Scene 1). This request by Lear prompts his daughters to state their ""love"" for him, a test of their sincerity and loyalty. The request is a specific instruction, as evidenced by when Lear ""Wants to 'Know' for 'I should be false persuaded'"" that his daughters possess such qualities (Passage 5)."	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	34	"Lear asks his daughters to ""happen"" and ""to love"" him, as well as ""declare"" their love for him, in order to determine the size of the share of his kingdom each will receive. However, Lear asks them to reveal how much they ""love"" him, and he seeks a numerical answer before dividing the kingdom. This can be observed in Passage 1, where Lear states, ""How now? Where's that mongrel? Knight: He says, my lord, your daughter is not well."" This indicates Lear intends to review his daughters' love for him before dividing the kingdom."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	35	"Before dividing the kingdom, Lear asks his daughters to prove their love for him by saying how much they love him, using their words and thoughts to demonstrate their devotion. According to Passage 3, Lear first asks his daughter to meet with him, saying ""Go you and tell my daughter I would speak with her"" (Passage 3). In Passage 4, he asks ""How now, my pretty knave? (daughter) How dost thou?"" which implies that he wants to hear from his daughter directly. However, in Passage 1, Lear initially asks his daughters' stewards or representatives what they profess, essentially gauging their intentions before deciding what to do with his kingdom (King Lear calls out to his daughters' attendants, asking ""What dost thou profess? What wouldst thou with us?"" in Passage 1)."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	36	"Before dividing the kingdom, Lear asks his daughters to state what they love most, or to share what they hold dearer than anything else. Passages 4 and 5 illuminate this requirement: In Passage 4, Lear asks his youngest daughter, ""How now, my pretty knave?"" This indicates he wishes her to speak in a direct and sincere manner. As Lear wants honest answers, Passage 5 reveals he wants his daughter to list what she holds most precious. ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" In Passage 1, Lear asks the Duke of Burgundy and his fellow attendants, ""What dost thou profess? What wouldst thou with us?"" but this is not directly about his daughters. This shows Lear's curiosity. His demand is specifically to his daughters as seen in the subsequent passages."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	37	"Before dividing the kingdom, Lear asks his daughters to express how much they love him. In Act 1, Scene 1, he summons his daughters to declare their affection in order to determine which one will receive the largest share of the kingdom (Passage 5). ""How now, my pretty knave? How dost thou? I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" Lear's request reveals his expectation that his daughters will demonstrate their love for him. In Passage 1, Lear addresses his daughters and asks, ""What dost thou profess? What wouldst thou with us?"" He wants their statements to be a demonstration of their love. Lear also asks his daughters to make a public declaration of their love (Passage 3), which is a precursor to dividing the kingdom. He orders his servant: ""Go tell the daughter I would speak with her."" This is a step in the process of determining who will receive the largest share."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	38	"Before dividing the kingdom, King Lear asks his daughters how they love him, inviting them to express their love in specific words. This is evident in Passage 4, where he queries, ""How now, my pretty knave? How dost thou?"" However, he explicitly states his request in Passage 5: ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters."" What he means here is that he wants them to speak a specific phrase - ""I love you dearly"" - which he believes will confirm their relationship as a father-daughter tie. Furthermore, Passage 9 clarifies the nature of this request, where Lear, upon discovering their responses, becomes enraged, indicating that their verbal expression is tied to their perceived loyalty and devotion."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	39	"Before dividing the kingdom, Lear asks his daughters to show him which one of them loves him most by speaking publicly of their love for him, and to demonstrate it with a kiss. This can be inferred from the following passages: Lear asks his daughters to ""declare how much they love me"" and to ""show it freely in your own inventions"" (Passage not provided, but implied in the prompt; however, it is stated, ""We here are left to question the daughters"" from Passage 2 is not relevant to the query asked, and only Passage 5 is relevant.) Lear is more specific about what he wants from the daughters, not simply dividing the kingdom without this step, as stated explicitly in Passage 5, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuasive I had daughters."" This implies that Lear wants a demonstration to justify his authority to divide the kingdom. This request is reinforced in Passage 10, ""Come, come, I am a king"", by Lear's acknowledgment of his identity while suggesting that he wants them to respect his royal authority."	What does Lear ask his daughters to do before dividing the kingdom?	0
1	f	40	"Lear does not specifically ask his daughters to do anything before dividing the kingdom. Instead, he is testing their love for him with a trick question, ""What! I will have my bond; / How will you stay me?"" is implied, but he says that himself, not to his daughter, before dividing the kingdom. However, before dividing the kingdom, Lear asks his daughters to tell him how much they love him (Passage 4). He says, ""How now, my pretty knave? How dost thou?"" which implies that he wants to know how much they care about him. This is later confirmed: ""Lear wants to know if his daughters were capable of speaking freely of their love (Passage 5), indicating that he is preparing to divide the kingdom based on that information. The division happens after he receives their responses, so, technically, there is no action he asks his daughters to do before dividing the kingdom (Passage 9)."	What does Lear ask his daughters to do before dividing the kingdom?	1
1	f	41	"Before dividing the kingdom, Lear asks his daughters to tell their true love and respect for him. ""How now? Where's that mongrel?"" (Passage 2) suggests that Lear has made this request as an attempt to gauge their genuine love and affection. ""Teach me to smile, I know I seem / A natural fool"" (not included in the provided passages) is consistent with the request, implying that true love and respect would lead to a demonstration of happiness and adoration. Although Lear also asks to be given to ""Know, who, and what, I am"" (Passage 5), this is more of a personal inquiry, highlighting his need for acknowledgment of his identity as a father and a king. Lear's statement, ""I would learn that; for, by the marks of sovereignty, Knowledge, and reason, I should be false persuaded I had daughters"" (Passage 5), suggests that he may want to have his daughters confirm their identities and relationship with him before making any divisions, which implies that he is looking for evidence of true parental bonds and love before dividing the kingdom."	What does Lear ask his daughters to do before dividing the kingdom?	0
