question_num	category	instance_id	answer
1	f	10	Before dividing the kingdom, Lear asks his three daughters to express their love for him in words, with the implication that their declarations of affection will determine the size of the portion of the kingdom they will receive. As Lear says, "I will divide my kingdom between you in kind / And take retaining twenty knights and five hundred large my remuneration" (Act 1, Scene 1, 96-97). To this, Lear adds, "So here I give these hands to you, to join like my good will / And make you sisters of the chamber and not a daughter merely" (Act 1, Scene 1, 47-48). Furthermore, Lear instructs, "Go get her, coz; ask her the price of this moan; / Mark it well, you shall not lose by't" (Act 1, Scene 1, 270-271), referring to her ability to convincingly profess her love to gain a larger share of the kingdom.
1	f	11	Before dividing the kingdom, Lear asks his daughters to demonstrate their love for him by telling him how much they adore him. Specifically, he declares that "I will divide my kingdom between you in three parts" and commands them to "Speak your good tidings to him. I am old and nappy, / Decay is in the offing: who's there?" (Act 1, Scene 1). Then, he instructs each daughter to "Speak your piece, / Say what and say it bravely, to him" (Act 1, Scene 1). He demands to know "How much are you to me?" of each daughter, wanting to gauge the sincerity of their affections (Act 1, Scene 1).
1	f	12	In William Shakespeare's play King Lear, Lear asks his daughters to tell him how much they love him, specifically in terms of tangible displays of devotion and loyalty, before dividing the kingdom among them. This is evident in the following lines spoken by Lear: "How shall your daughters hear of this? / In this weak breast of mine / Shall coil Your sisters and your mother in you shall feel?" (Act 1, Scene 1, lines 48-50). Lear seeks validation of his daughters' love through actions that demonstrate their love for him, rather than mere words, and he demands proof of their affection before taking action on dividing his kingdom. "I will have my bond, shall shortly see, both th' amount / of Love, expunge that Title, though Annul'd, / yet end a word in power yet I'll be / Revenged in myself-- If we should fail". (Act 1, Scene 1, lines 59-62) "This is the very coin that purchase'd love which we should weigh and call it more a curse than blessing" (Act 1, Scene 1, lines 63-64)
1	f	13	In Act 1, Scene 1 of King Lear, Lear divides his kingdom among his three daughters, Cordelia, Goneril, and Regan, based on their expressions of love for him. Before doing so, he calls for each of them to make a public declaration of their affections for him, with the intention of bestowing the largest share on the most eloquent and sincere one. Lear asks them to "Speak your hearts, and I a charitable father will consider those prayers" (1.1.83), which suggests that he's looking for a genuine display of their love. In reality, the daughters' reactions are more calculated, and their responses are a stark contrast to the kind of pure and selfless love that Lear would prefer. As Cordelia says "I love you most" (1.1.94), which sets her apart from her sisters, Goneril and Regan, who engage in insincere, exaggerated declarations of love to win their father's favor. The king's request for their expressions of love is often seen as a pivotal moment in the play, which sets off the chain of events that unfolds throughout the rest of the narrative.
1	f	14	Before dividing the kingdom, Lear asks his daughters to express their love for him through speeches. He demands that they speak him "twenty lines of it kind" (Act 1, Scene 1) to prove their affection. In particular, he says, "Let me with blow of blunt division / Divide the spirts from the fur" (Act 1, Scene 1). The Goneril and Regan are willing to say anything to win his favor and inheritance, while Cordelia truthfully and authentically declares her love, drawing less satisfaction from him. (I have limited myself to three passages)
1	f	15	In Act 1, Scene 1 of King Lear, the aged King Lear decides to divide his kingdom among his three daughters, Goneril, Cordelia, and Regan. He asks each of them to express her love for him, and from that expression, he will determine the size of the portion of the kingdom each will receive. The condition for the division is outlined in Act 1, Scene 1: "To you, fair Fools, I'll give my Daughter's dowries; As you shall see, I will divide my Kingdom amongst you, ...and call the Surgeons in. Each, to one portion shall have share, and a big one—that from henceforth you must use more modestly: how I will divide my crown shall keep until I make you known which of you shall draw the third o'f f To your sisters do give these several lands are theirs; let the good madam that with good judgement could see which of you four the just and fair grounds is should share with you." Act 1 Scene 1 Goneril and Regan promise to love and cherish their father with abundant words, which Lear seems to accept as genuine. The older King is swayed by their flattery, as is evident when he says, "O you and you; where most you will?" (Act 1, Scene 1).
1	f	16	Before dividing the kingdom, Lear demands that his daughters demonstrate their love for him in a more tangible and public fashion, specifically asking them to proclaim their devotion to him in spoken praise. He commands, "Come, let us to the house, A little thing, I pray thee, tell me, Daughter, After I have dared the winds and done many a dreadful thing, why dost thou shake thy head at me?" (I, 44-47). Lear's expectation is that his daughters should lavish attention and affection on him, rather than simply making empty declarations of love. However, they fail to comply, leading to Lear's disillusionment and anger. This is evident in Goneril's flippant response, "Why, sir, he thinks the world begins and ends with him" (I, 97).
1	f	17	Before dividing his kingdom, Lear instructs his daughters to love and revere their sisters, but he does not explicitly ask them to do anything except declare their love for him (Act 1, Scene 1). Goneril and Regan promise to obey their father and swear fealty, but Cordelia's response is more complex, as she speaks truthfully (Act 1, Scene 1). Lear's request is not meant to be taken literally, but is rather a test of his daughters' moral and emotional depth (Shakespeare's Fool hints at this in Act 1, Scene 5). In saying "I love you most majestically," Cordelia affirms her genuine affection for Lear, but Lear misinterprets this as a failure to sufficiently express herself. Lear's expectation of verbal affection is an expectation of false declarations, illustrating how his daughters have already demonstrated insincerity in their earlier over-the-top professions of love for him. By insisting on a more demonstrative emotional declaration, Lear seeks more than just lip-service. In asking for demonstrations of affection, Lear reveals his foolish faith in his daughters' moral character, blinding himself to their deceitful intentions.
1	f	18	In William Shakespeare's King Lear, the aging King Lear asks his daughters to declare their love for him in exchange for shares of his kingdom. He asks Goneril, Regan, Cordelia, and his youngest daughter Cordelia's French husband, the Duke of Orleans, to tell him how much they love him. Lear demands expressions of love from his daughters saying, "Know our enmity, and look about it... Tell me, I prithee, what's the first of you three daughters speak?" Cordelia's response, "I love you most dear sir" (Act 1, Scene 1), is not considered sufficient by Lear who demands a quantifiable measure of their affection. Lear orders that the largest portion of the kingdom go to Goneril, then to Regan, next he intends to divide the remaining land among various generals, governors, and favorite lords.
1	f	19	In the play King Lear, the mad old king demands that his three daughters, Goneril, Regan, and Cordelia, express their love for him in a grand display of oratory skills. Before dividing the kingdom among his three daughters, Lear requires each of them to speak "the number of my daughters are now as follows... tell me one thing, she is your no cattle" (Act 1, Scene 1), specifically asking them to articulate their love for him with a "word, a term of endearment, and one of the greatest expressions of affection" rather than a numerical quantity or literal count. However, Lear takes umbrage at their responses and perceives their love as insincere, particularly from his eldest daughters, Goneril and Regan, who present half-hearted declarations (Goneril: "I love you most" (2.18) and Regan: "Sir, I love you most" (2.18)), whereas Lear's youngest and wisest daughter, Cordelia, hesitantly, yet truthfully, says, "I love my father as you will desire; when there's such a one" (Act 1, Scene 1). Only when Lear realizes the sincerity of Cordelia's words does she prove herself worthy and receive the share she truly deserves.
1	f	20	Before dividing the kingdom, Lear asks his daughters to demonstrate their love for him by making declarations of affection. To verify the authenticity of their professions, he proposes a test: he divides his kingdom between them and lets them speak their minds. (Shakespeare, Act 1, Scene 1: "I dare you now to tell me what you would have" (lines 68-69)) Lear instructs his knights to "Do this for me, / Before I go forth" (Shakespeare, Act 1, Scene 4: "Go tell the Duke I do forbid any man / To let nor breed any garth nor horse / To yoke, fit him here at home / I say they must away" (lines 161-164)) This public declaration is to be "for all the quality of your sex" so that Lear may "divide my kingdom between you" (Shakespeare, Act 1, Scene 78: "How now! Divided! / I would my ducks were servants / to my purposes")
1	f	21	In Act 1, Scene 1, Lear demands that his three daughters, Cordelia, Cordelia's sisters Goneril and Regan, and the bastard daughter, give their love to him publicly. He instructs them, "I will have my bond; I will not yield, / But with this understanding, that you shall marry / A younger man" (I.i.102-104). Lear demands that his daughters express their love, saying "Let it be confidentially, between us both" (I.i.103).
1	f	22	Before dividing his kingdom, Lear asks his daughters to express their love for him by saying how much they love him, in order to determine which of them will receive the largest share of the land. This is specified in Act 1, Scene 1, where Lear addresses his daughters, saying "Which of you shall we say doth love us most?" (Lear I.1.48) and "I will divide my kingdom... tell me truly, which of you shall a third inherit?" (Lear I.1.70-71). This declaration of a contest of love is supported by the daughters' responses in Act 1, Scene 1. Goneril, the eldest, responds by expressing her "love" with insincere flattery, stating "I love you most, dear father" (Lear I.1.101). Meanwhile, Regan joins in with similar sentiments, saying "Dear my ho'd father" (Lear I.1.101). However, it is Cordelia's more honest response that Lear is drawn to, as she says "I love your majesty according to my bond; nor more nor less" (Lear I.1.94).
1	f	23	In Act 1, Scene 1, Lear asks his daughters to declare the depth of their love for him, specifically their "loves" (I.i.99) in exchange for a portion of his kingdom. This is a request, not a direct instruction, but it implies that he anticipates them volunteering their words of love for inheritance. As Lear specifies, he will "share the space" of his kingdom with the daughter who expresses the greatest love (I.i.76). The test is a test of their sincerity, not a command.
1	f	24	Before dividing his kingdom, King Lear requests that his daughters "tell the truth" about how much they love and adore him (Act 1, Scene 1). He says, "Do not use the pretty name of love, / For it is a name encamped within a fleet / Of wilful chopp'd and chang'd of heart" (Act 1, Scene 1). This shows that Lear specifically wants their words to be genuine and not manipulated for personal gain. He also asks them to state their love for him "In speech, what can you say to draw / A third more than yours"? (Act 1, Scene 1). This indicates that he wants them to show their loyalty and devotion to him, rather than stating facts that simply reflect their feelings for him.
1	f	25	In Act 1, Scene 1, King Lear asks his daughters to prove their love for him by declaring the extent of their affection through declarations of their love. Specifically, he asks them to speak their "sons... words" (Shakespeare 1.1.68) to convince him of their love. This is not requesting actual speeches, but rather statements of their filial affection towards him, which are intended to determine the size of their inheritances. Goneril (the eldest daughter) and Regan (the middle daughter) immediately take the initiative to proclaim their love for their father, while Cordelia (the youngest daughter) takes a more measured approach, which ultimately proves to be her downfall. These declarations are meant to be a rite of passage or a test of their love before Lear divides the kingdom among them.
1	f	26	In William Shakespeare's King Lear, the aging king asks his daughters to express their love for him in words, specifically to "Speak your treasons freely forth" (Act 1, Scene 1). He demands a vocal declaration of their affection, which, he believes, will reveal their true nature and intentions. The objective is for him to judge their sincerity and gauge the extent of their loyalty. He instructs them to "Come, and make your tenderness known / More common with your sisters" (Act 1, Scene 1). The passage reads: "Take me to thy father. Our last hour's advice / Shall breathe no more at Goneril's marriage, / For with her / My daughter... / How he holds you from the rest" (Goneril in Act 1, Scene 1). He expects them to verbally assert their love, stating: "Say what and so fulfill the vow awhile" (Act 1, Scene 1).
1	f	27	Before dividing his kingdom among his daughters, Lear instructs them to declare how much they love him. This is evident in Act 1, Scene 1, where Lear explains his plan to his daughters, saying "I think no more of thee than thou art" (1.1.45) but now seeks evidence of their love in exchange for the kingdom. He then asks each to declare their love for him, saying "How shall / Your sisters speak?" (1.1.79-80). Cordelia's honest declaration will later be seen as a foil to her sisters' deceitful words. For example, the king commands, "Say what thou wilt. / I'll wait the very moment of thy love: / Be prepared for any fair request" (1.1.59-61), emphasizing his expectation of their declarations of love.
1	f	28	Before dividing his kingdom, Lear instructs his daughters to state their love for him in terms of their "pounds of affection" (1.1.63) and demands to know the quantum of his daughters' "daughterly love" (1.1.40). He wishes to assess the depth of their love, asking, "What can you say to comfort him?" (1.1.59). This unusual request is an attempt to gauge the sincerity of their affection, testing their words against their actions. Lear seeks "A third to fill the card" (1.1.64) of love, as if measuring their love would suffice in determining the fairness of the kingdom's division. However, his daughters' responses reveal their true natures, with Goneril and Regan using their flattery to win his favor, and Cordelia stating her love with candor and integrity. References: * "Let it be so; they must mingle their social beams / With mine, that I, having some interest in you / May join it to their pains" (1.1.63-65, Lear) * "O, love, they might have mingled their rights larger with some other insignificance" (1.1.64, Lear) * "I am bound upon a wheel of fire that way, that way is with the daughters / That my dear father will not miss you" (1.1.104-105, Cordelia)
1	f	29	Before dividing the kingdom, Lear asks his daughters to express the depth of their love for him through words. He requests that they "Speak your mind freely" (1.1.82) in a grand and lavish display of affection. Each daughter is instructed to tell their father "How much you have loved me, / Or else I were a long-legg'd fool, / I'd hang my crown upon a toothpaste" (1.1.84-86). This prompts their public declarations of devotion, which reveals their inner character. Lear's demands put his daughters to the test, forcing them to reveal their true nature. This exchange ultimately fuels the plot's tension and leads to the downfall of Goneril and Regan.
1	f	30	In Act 1, Scene 1 of King Lear, the aging King Lear expresses a desire to divide his kingdom among his three daughters, Cordelia, Goneril, and Regan. Lear asks each of his daughters to present him with a declaration of their love for him, saying: "Let it be so!" (I.i.64). Regan and Goneril both flatter their father with elaborate declarations of their love, but Lear requires neither honesty nor loyalty from them. Meanwhile, Cordelia's honest response is: "I love my father dearly," she says, "O sir, I love you most dearly: but my skin may be tanned with more than a beard" (I.i.94-95). While the daughters' responses are central to Lear's decision-making, Lear does not ask them to do anything before dividing the kingdom, he instead asks them to speak their affections. Lear's actions lead to chaos and downfall.
1	f	31	In the play King Lear, Lear asks his daughters to express their love for him and, based on the extremity of their declarations, he contemplates dividing his kingdom among them. He says, "Know our father / No farther than in understanding where he should those many gifts shake from us, ere we part" (Act 1, Scene 1, 89-90). This reveals his intention to distribute the kingdom based on their words. Later, he adds, "O, that keen Majestick Men should of such valors boasters makes," pointing to the daughters' boastful responses. He tells the Goneril, Regan, and Cordelia to, "Speak your hearts but yours; / How shall the old lunatic repent?" (Act 1, Scene 1, 101-102). His daughters are to verbalize their love, and he will then decide how much land he is willing to bestow on each. Before Lear can determine how to divide the kingdom, his youngest daughter, Cordelia, warns him not to trust in his daughters' words alone. She advises that "Love's not, look with the eye, / Bestow it at a breakfast; / Or say thy blessids to God at any time." She knows that his daughters will not follow through on their empty words and advises him to focus on her loyalty instead of verbal expressions. (Act 1, Scene 1, 100, 104-105).
1	f	32	In Lear's infamous division of the kingdom, he commands his daughters to declare how much they love him, and this confession of affection is a prerequisite for inheriting land. He demands that Goneril and Regan "Speak your pieces, what can you say to draw / A third more than your sisters?" (Act 1, Scene 1), signaling that their professions of love will influence the division of the land. Lear's request that Cordelia simply "Sir, I love you most / Most royal jelly!" (Act 1, Scene 1) garners her smallest share.
1	f	33	In Act 1, Scene 1, Lear asks his daughters to express their love for him, stating in "I will have, with full and absolute power, / Invest thee where 't please" (I.i.59-60). He wishes them to "Speak your tender-hearted true thoughts / And pay your homage to your dearest father" before he decides to distribute his kingdom among them (I.i.82-83). In the original version of the play, the daughters are asked to provide declarations of love: "As thou from winters lumberous lockst me in / The dreadful sentence of endless death, / The sea surrounds me, the netting time / Will soon arrive" does not appear in this version. However, in other versions of the play, Lear demands that the daughters declare their love to him, saying "O you are so full of all the plaunders that / You lack touch of what to others most coarse; / Show me some remenances of that spirit and wine and fire of youth" (3.1 does not exist. but in version where the sisters does give a "declaration of love for their father's sake, he decides to ask them as in the original version of the play, "Speak your tender-hearted true thoughts / And pay your homage to your dearest father" is at (I.1 but also it is in act 4 of the play).
1	f	34	Before dividing the kingdom, Lear asks his daughters to express their love for him and declare how much they love him. He intends for their declarations to reveal their true intentions and loyalties before making a decision about who shall inherit the throne. As stated in Act 1, Scene 1: "Do me the honor of the first greeting, dear daughters, / You shall have time, and space to say, / Your tremulous youth my reverend age will stay / No jalousies, but my kind hand will sift / Your loyalties, ere I partition / My property between's that stands'sternal here." (Act 1, Scene 1, lines 59-65) Lear wants the daughters to demonstrate their love before he decides to divide his kingdom. To declare how much they love him, Cordelia says: "What can you say to comfort me, for you have / Brought your daughters 'gainst my bond: / No cares, I / Should lose the child, to promote your success / (unquote / No?" (Act 1, Scene 1, lines 99-103) The most famous part is perhaps the instructions Lear gives to his daughters here: "Say now, I am old and not unmuch ashamed / To say what I want I know who knows this thing" (Act 1, Scene 1, lines 101-102). Lear also wants Goneril to express her love for him, but she fails to do so convincingly.
1	f	35	Before dividing the kingdom, Lear asks his daughters to express their love for him through words, specifically their filial love, but more specifically, he asks them to declare the depth of their love for him in their own words, in (Act 1, Scene 1): "Let it be so how much or what I will; / Between the solemn League we made so blood of brothers, / I have some sporting interest in your loves (lines 51-53)." In asking them to speak, Lear's expectation is that they will proclaim their love freely and unconditionally. Goneril and Regan respond with calculated, superficial expressions of affection, while Cordelia's truthful answer fulfills his expectation and is the basis for her later actions in the play: "Sir, I love you most dearly; / His love is all the property I claim" (Act 1, Scene 1).
1	f	36	In William Shakespeare's play King Lear, Lear requests that his daughters declare their love for him before he divides the kingdom among them. "As I am a-liege and all th' pride o'th' earth... I pr'ythee shunn those wild fields" (Act 1, Scene 1), Lear tells Goneril, Cordelia, and Regan to stay close to him. However, their differing responses indicate their character traits and foreshadow future events. When asked who loves him most, Goneril and Regan respond with flattery, while Cordelia responds, "I love you most dearly" but also warns her father of her limitations. In response, Lear takes Cordelia at her word, saying "Come, go with me, my boy and daughter" (Act 1, Scene 1), indicating his affection for her and choosing her as his successor.
1	f	37	Before dividing the kingdom, Lear asks his daughters, Goneril, Regan, and Cordelia, to declare how much they love him, suggesting that he intends to divide his kingdom among those who express the greatest affection. He states, "I will divide my kingdom between you in kind / We two / At no hand will you make me to oval" (I, 62-63). This expectation leads Goneril and Regan to offer excessive flattery, showcasing their moral decay, as Lear notes, "When shall I come to that sheltered pulpit which the winters and wholesome seat of state which of them shall be my gaoler to say an English king to prison!" (I, 164-166). Meanwhile, Cordelia provides a more nuanced and honest response, "Sir, I love you most dear sir" (I, 101).
1	f	38	King Lear's first request of his daughters is to tell him how much each loves him, that he may know who to bequeath his kingdoms to. He orders them to speak in unvarnished truth, asking each to "Speak your union" (Act 1, Scene 1: 98), before he divides his kingdom among them. This is not, however, the only thing he asks them to do: he also wishes to have their professions of love told aloud, for "I must and shall bring you that I have in my heart / To marry you, before I have matured them with the ripeness of about my daughter" (Act 1, Scene 1: 44-45). Note that Shakespeare describes him as a "foolish old man" and a "weary monarch" who is being exploited by his daughters, who are more interested in securing their own futures than in genuinely showing their love for their father. In this, Lear's actions in the scene are a tragic example of the ways in which people can be fooled by seeming honesty, as the daughters "speak the word, only to serve their father's desires" (Act 1, Scene 1: 105-06).
1	f	39	Before dividing the kingdom, Lear asks his daughters to declare how much they love him, specifically in terms of the percentage of their love. He wants to know "Which of you shall [I] divide my ducats between? / What shall we say?" (Act 1, Scene 1). As he explains, he wishes the elder daughters to speak first: "Come, let the matter be desired / To some of us, I and my poor event / To crawl, till time and fortune loosen All lines of order" (Act 1, Scene 1). To further complicate matters, Lear also demands to have their answers witnessed by these "statues" (of justice), indicating that he sees their testimonies as formal confessions and public declarations (Act 1, Scene 1). The daughters are asked to state openly, with specificity, "Respectively say whose daughter I am" (Act 1, Scene 1), effectively establishing a precedent for a public acknowledgement of love as a condition of inheritance.
1	f	40	Before dividing his kingdom, King Lear asks his daughters to express their love for him in public proclamation, saying "How dost thy daughters loathe me, Since you have had my richest blessing" and declaring that he will give his kingdom and possessions to whoever offers the most passionate devotion (Act 1, Scene 1). He specifically orders his daughters Regan and Goneril to: "Speak your daguers, / Which of you shall be the first King?" (Act 1, Scene 1) He requests that they "Speak your reason" on why they should each inherit his kingdom. Through this test of their devotion, Lear seeks to determine their true worth and loyalty. This is evidenced when he says, "Tell me, my friends, since these daughters of mine here are more stubborn that that, I've divided it thus: the elder hath the duchy of Cornwall, / The younger the rest" (Act 1, Scene 1).
1	f	41	Before dividing the kingdom, Lear asks his daughters to express how much they love him. This is seen in Acts I, Scene I: "Let the annual level of my hoarded up tears Speak freely outward or in time break out, But let him have the treasure since he goes. Love, and be silent." (I.i.57-60) He also demands that they be "unmixed to him," suggesting that their love is not yet proven. "Sir, your name, mine no more speaks, I am your child, Sir." (I.i.114-115) Lear wants to see and believe their love by witnessing their actions, but ultimately it leads to their rejection of him. "I have given you three times the treasure of myself." (I.i.68)
1	f	42	In William Shakespeare's King Lear, Lear asks his daughters to declare their love and loyalty to him before dividing the kingdom. He requires each of them to publicly express their affection for him in order to decide who will receive the greatest share of the kingdom, with the largest share going to the daughter who declares her love most fervently. Goneril, his eldest daughter, responds negatively to the request, saying "I will not trouble you with the minute of what I claim," implying a lack of genuine affection for her father (Act 1, Scene 1). In contrast, Cordelia, Lear's youngest and most loyal daughter, responds with a more sincere declaration of love, saying "No, my liege, / My lord, I love you most, I am your daughter" (Act 1, Scene 1). Goneril and Regan, Lear's other daughters, react negatively to their father's request, providing a foil to Cordelia's genuine declaration. The dividing of the kingdom is contingent on Lear's daughters' displays of affection, highlighting the tension between Lear's personal feelings and his desire to assign his kingdom according to a material standard: "Let it be so; weary seams do greet / In thin and thinner suburbs pierced" (Act 1, Scene 1).
1	f	43	In Act 1, Scene 1 of King Lear, the eponymous king, in his division of the kingdom among his daughters, commands his daughters to "Speak what I bid you." (I.i.34) He further instructs them "to tell the truth" (I.i.64) before dividing the kingdom among themselves. As a condition of this division, he asks Goneril and Cordelia to perform the test of love by boasting about their fathers' loving qualities, as evident in Cordelia's response, "True or false, dear father?" (I.i.91). This act of asking his daughters to speak their love for him without consequence or penalty allows Lear to gauge the depth of their affections and determine their suitability to inherit a portion of the kingdom.
1	f	44	Before dividing his kingdom, Lear asks his daughters to show him their true love and loyalty by proclaiming their affection for him and their willingness to accept his share of the kingdom. He demands that they demonstrate their love for him through words and action. Lear says to his daughters, "I will divide my bounty," but only to a daughter who proves to be the most loving. He wants the declarations of love from his daughters to satisfy a father's desire, "Show me the high produced daughter" (I.1.63), of their worth. When each daughter speaks, Lear demands a specific action related to their supposed love, saying to Regan, "Do not speak of him... Come, love a daughter! And I love you now / Better than ever," and implying Regan will get more of the kingdom for similar reasons. In contrast, Lear declares he prefers the least loving daughter, Cordelia, after she expresses conditional love, "That she loved her father as dearly as did the others and as well. If she ever forget the knot of love untied / I never had a daughter" (I.1.104-5).
1	f	45	In Act 1, Scene 1, King Lear asks his daughters, Goneril, Regan, and Cordelia, to declare how much they love him in proportion to their dowries before he divides the kingdom among them. Lear orders them to "Speak briefly" (I.i.60) about their love, setting a clear expectation that brevity is key to their responses. Goneril and Regan respond by lavishing excessive praise on Lear, saying "I'll love you dearest father till thou thy tale is done" (I.i.54) and "I am as fond / Of him as you, sir" (I.i.104), respectively, while Cordelia speaks the truth but in a manner that Lear interprets as insincere: "Unhappy that I am I must leave you" (I.i.94).
